keyword,decision,revised_keyword,original_function_name,revised_function_name,equipment_category_large,equipment_category_middle,ai_confidence,miner_confidence,evidence_template,company_count,source_match_count,equipment_count,hub_count,source_fields,reason,evidence_summary,risk_note,diversity_tags,source_examples,equipment_examples
구조,keep,,구조 관련 장비 검증,구조 관련 장비 검증,광학/전자영상장비,현미경,0.72,0.720,기업/지원 데이터에서 1개 기업과 11개 장비가 '구조' 키워드와 일치하여 광학/전자영상장비 분야와 관련성이 높음이 확인되었습니다.,1,1,11,3,btp_support_history.support_item,"'구조' 키워드는 1개 기업과 11개 장비가 직접적으로 관련되어 있으나, 장비 분류가 광학현미경 등 특정 분야로 한정되어 있어 지나치게 넓지 않음.",식생 걸림 최소화 구조 관련 기업 문구와 다수 광학/전자영상장비 현미경류 장비가 직접 연관됨.,"너무 일반적인 용어로 분류하면 잡음 우려가 있으나, 장비 분류가 명확해 유지가 타당함.","기업수기반, 장비수기반, 장비분류연관",기업 #2379#2379 | btp_support_history.support_item | 식생 걸림 최소화 구조의 고출력 무인선박 개발을 위한 최적화 구조 및 적층 방안 전문가 자문,청정환기 소재 및 부품 복합 시험설비#134 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지 || 고해상도 광학현미경#199 | 광학/전자영상장비 > 현미경 > 광학현미경 @ 미음단지 || 산업용 드론 플랫폼 수중#201 | 기계가공/시험장비 > 자동화/이송 장비 > 달리 분류되지 않는 자동화/이송장비 @ 지사단지 || 그린카용 고전압 전장부품 전자파 시험실#206 | 전기/전자장비 > 측정시험장비 > 전자파측정시험장비 @ 지사단지 || 강우분사시험기#218 | 기계가공/시험장비 > 반도체장비 > 스프레이장비 @ 지사단지
주요,drop,,주요 관련 장비 검증,,,,0.72,0.720,,1,1,11,3,btp_support_history.support_item,"'주요' 키워드는 매우 일반적이며 기업 문구 1건, 장비 11건과 직접 텍스트 매칭되었으나 의미가 광범위해 잡음이 심할 가능성이 있음.",전시장 및 주요 관광지 관련 문구와 전자파측정시험장비가 혼재되어 명확한 산업함의가 부족함.,광범위한 단어로 인해 비관련 매칭이 다수 발생할 위험이 크므로 삭제 권장.,"일반어, 잡음위험",기업 #1049#1049 | btp_support_history.support_item | 전시장 및 주요 관광지 전망대용 증강현실(AR) 기반 망원경 기술사업화,주행차량 전자파 내성 측정 시스템#22 | 전기/전자장비 > 측정시험장비 > 전자파측정시험장비 @ 지사단지 || 완성차 방사내성 시험(RS)시험 시스템#55 | 전기/전자장비 > 측정시험장비 > 전자파측정시험장비 @ 지사단지 || 고전압_내성 시험시스템#62 | 전기/전자장비 > 측정시험장비 > 전자파측정시험장비 @ 지사단지 || 고전압_복사/전도 방출 시험시스템#81 | 전기/전자장비 > 측정시험장비 > 전자파측정시험장비 @ 지사단지 || 룸코너 테스터#127 | 기계가공/시험장비 > 재료물성시험장비 > 특성평가시스템 @ 미음단지
3축,revise,3축 동요 안정기,3축 관련 장비 검증,3축 동요 안정기 관련 장비 검증,기계가공/시험장비,자동화/이송 장비,0.715,0.715,"기업/지원 데이터내 1개 기업이 '3축 동요 안정기'를 명시하고, 관련 자동화/이송 장비 10대가 일치하여 특화된 장비군이 확인됩니다.",1,1,10,2,btp_support_history.support_item,'3축' 자체는 너무 광범위하므로 실제 기업 문구와 일치하는 '3축 동요 안정기'로 수정하여 관련 장비군과의 정확한 매칭 추구.,해상 충돌 방지 시스템에 적용된 3축 동요 안정기 기술 및 관련 자동화 장비군이 중복 확인됨.,포괄적 용어 사용 시 별개 3축 장비 포함 우려가 있어 상세 키워드가 필요함.,"키워드구체화, 기업문구중심, 장비분류연관",기업 #2080#2080 | btp_support_history.support_item | 3축 동요 안정기가 적용된 해상 충돌 방지 시스템용 주야간 감시 카메라 시제품 및 특허 지원,산업용 드론 플랫폼 회전익 소형#37 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 산업용 드론 플랫폼 회전익 중형#69 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 무선 근전도 시스템#124 | 임상의료장비 > 임상측정/진단장비 > 근전도측정/진단장비 @ 녹산단지 || 산업용 드론 플랫폼 회전익 중형#166 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 산업용 드론 플랫폼 고정익 중형 하이브리드#177 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지
환경,keep,,환경 관련 장비 검증,환경 관련 장비 검증,화합물전처리/분석장비,분리분석장비,0.715,0.715,'환경' 키워드는 1개 기업과 10개 분리분석장비가 기업/지원 데이터에 걸쳐 확인되어 환경 관련 시험설비와 밀접함을 보여줍니다.,1,1,10,4,btp_support_history.support_item,환경 안전 관련 기업 문구와 분리분석장비 및 환경조성 시설장비가 다수 확인되어 의미가 구체적임.,근로자 안전 센싱 환경 설계 사례와 가스크로마토그래피 등 환경 시험장비군이 매칭됨.,광범위할 수 있지만 장비 카테고리 및 기업 문구가 구체적이라 유지 적합.,"기업기반, 장비카테고리기반, 연관도높음",기업 #1878#1878 | btp_support_history.support_item | 근로자 안전을 위한 시스템 서포트 붕괴 위험 진단 센싱 환경 설계 및 실증,완제품 및 인체영향 성능평가 시험환경#10 | 환경조성/생산/사육시설장비 > 환경조성형시설장비 > 사용환경모사시설장비 @ 녹산단지 || 샤시다이나모미터#140 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 동력계 @ 지사단지 || 고저온만능시험기#150 | 기계가공/시험장비 > 재료물성시험장비 > 진동내구시험장비 @ 지사단지 || 무인비행장치 변위측정용 레이저 트래커#168 | 물리적측정장비 > 길이/위치/자세측정장비 > 길이측정장비 @ 지사단지 || 자동차용 실내 에어필터(cabin)의 가스오염물질 여과 성능평가 시스템#193 | 화합물전처리/분석장비 > 분리분석장비 > 가스크로마토그래피 @ 지사단지
스마트,revise,스마트 안전 관리 시스템,스마트 관련 장비 검증,스마트 안전 관리 시스템 관련 장비 검증,물리적측정장비,힘/토오크/압력/진공측정장비,0.705,0.705,"기업/지원 데이터의 1개사에서 '스마트'와 ICT 융복합 안전관리 구문을 사용하였으며, 관련 힘·토오크·압력 측정장비 8대와 연결됩니다.",1,1,8,3,btp_support_history.support_item,'스마트'는 너무 포괄적이므로 ICT 융복합 안전관리 시스템 등으로 상세화해 장비와 기업 문구 간 명확한 연계성 확보 필요.,스마트 밴드 연계 선박 승선원 안전관리와 자세 측정기 등 물리적 측정장비 다수가 연관됨.,너무 광범위한 '스마트' 용어는 일반적인 용도 확장으로 잡음 유발 가능.,"키워드구체화, 융합기술연관, 장비분류기반",기업 #2379#2379 | btp_support_history.support_item | 스마트 밴드를 활용한 ICT 융복합 선박 승선원 안전관리시스템 기술,일상생활 실증평가실#11 | 환경조성/생산/사육시설장비 > 환경조성형시설장비 > 사용환경모사시설장비 @ 다대단지 || 무인비행장치 변위측정용 레이저 트래커#168 | 물리적측정장비 > 길이/위치/자세측정장비 > 길이측정장비 @ 지사단지 || 정적 자세 및 균형 측정기 2호#425 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지 || 정적 자세 및 균형 측정기 1호#426 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지 || 맞춤인솔분석기#428 | 기계가공/시험장비 > 성형/가공 장비 > 달리 분류되지 않는 성형/가공장비 @ 녹산단지
방지,revise,충돌 방지 시스템,방지 관련 장비 검증,충돌 방지 시스템 관련 장비 검증,기계가공/시험장비,열유체장비,0.7,0.700,"1개 기업의 '방지' 관련 주야간 감시 카메라 시제품이 포함된 충돌 방지 시스템과, 열유체장비 7대가 특정 분류에 집중되어 나타납니다.",1,1,7,3,btp_support_history.support_item,'방지' 단어가 너무 광범위하므로 해상 충돌 방지 시스템 등으로 명확히 구분해 잡음 감소가 필요함.,3축 동요 안정기와 연계된 충돌 방지 시스템 관련 기업 문구와 건조기 등 시험장비군이 관련됨.,광범위 키워드는 비관련 매칭 증가 위험 있으므로 상세 키워드 추천.,"키워드구체화, 관련장비집중, 기업문구기반",기업 #2080#2080 | btp_support_history.support_item | 3축 동요 안정기가 적용된 해상 충돌 방지 시스템용 주야간 감시 카메라 시제품 및 특허 지원,혼합 시스템#96 | 기계가공/시험장비 > 열유체장비 > 건조기 @ 일광단지 || 자동차용 실내 에어필터(cabin)의 가스오염물질 여과 성능평가 시스템#193 | 화합물전처리/분석장비 > 분리분석장비 > 가스크로마토그래피 @ 지사단지 || 항온 항습설비#203 | 기계가공/시험장비 > 열유체장비 > 항온/항습기 @ 다대단지 || 다축 모터 하중인가 시험기#226 | 기계가공/시험장비 > 재료물성시험장비 > 만능시험기 @ 다대단지 || 자동차용 실내 에어필터의 미세먼지 여과 성능평가 시스템#332 | 기계가공/시험장비 > 재료물성시험장비 > 특성평가시스템 @ 지사단지
장비의,drop,,장비의 관련 장비 검증,,,,0.7,0.700,,1,1,7,4,btp_support_history.support_item,"'장비의'는 조사 포함된 매우 일반적인 단어로, 1개 기업 7개 장비 매칭에도 불구하고 아무런 고유 기술 개념 전달 불가.",기업 문구 내 '장비의'는 단순 소유격 조사로서 의미 범위가 너무 넓음.,검색 잡음 발생 가능성 커서 현행 유지 불가하고 삭제 권장.,"일반어, 잡음위험",기업 #2379#2379 | btp_support_history.support_item | 파공 방수패드 장비의 성능 개선 및 제작,퓨리에 변환 적외선 분광기#87 | 화합물전처리/분석장비 > 분광분석장비 > 푸리에변환적외선분광기 || 룸코너 테스터#127 | 기계가공/시험장비 > 재료물성시험장비 > 특성평가시스템 @ 미음단지 || 오염물질 방출 성능평가 시스템#217 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지 || 3차원 다관절 스캐너#229 | 광학/전자영상장비 > 카메라/영상처리장비 > 스캐너 @ 엄궁단지 || 해외규격인증 개인착용형 호흡기 보호구(PPE) 시험 시스템#255 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지
시뮬레이터,keep,,시뮬레이터 관련 장비 검증,시뮬레이터 관련 장비 검증,전기/전자장비,분석장비,0.695,0.695,"1개 기업이 VR·AR 시뮬레이터를 주요 제품으로 명시하며, 6개 관련 분석장비가 여러 거점에 분포되어 있습니다.",1,1,6,5,btp_support_history.main_product,시뮬레이터는 기술적 특화 분야로 기업 및 다수 장비가 주요도로 관련되어 유지에 적합함.,VR교육훈련장비와 전자기 시뮬레이터 등 분석장비가 다수 일치함.,일반 단어 대비 구체적 기술 용어라 안정적 활용 가능.,"기술특화, 장비분포다지역, 주요제품연관","기업 #1049#1049 | btp_support_history.main_product | VR교육훈련장비, VR콘텐츠, AR/VR 시뮬레이터",전자기 시뮬레이터#35 | 전기/전자장비 > 분석장비 > 신호분석기 @ 엄궁단지 || 250kW 모터 다이나모 시스템#165 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 동력계 @ 생곡단지 || 리크시험기#220 | 물리적측정장비 > 유체특성측정장비 > 유량계/수량계 @ 생곡단지 || 해외규격인증 개인착용형 호흡기 보호구(PPE) 시험 시스템#255 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지 || 위성영상 교육용 시뮬레이터 서버 가상화시스템#347 | 데이터처리장비 > 하드웨어 > 서버 @ 영도단지
안전,revise,해양 안전 장비,안전 관련 장비 검증,해양 안전 장비 검증,기계가공/시험장비,재료물성시험장비,0.695,0.695,기업/지원 데이터에 명시된 해양 안전 및 구난 장비 관련 1개 기업과 6개 장비가 재료물성시험 중심으로 연결됩니다.,1,1,6,3,btp_support_history.main_product,'안전' 키워드는 포괄적이므로 해양 안전 등 특정 분야로 좁혀 잡음 최소화 필요.,해양 안전 구난 장비 기업과 고저온만능시험기 등 시험장비가 매칭됨.,일반 안전 용어로 잡음 증가 가능성 있음.,"키워드구체화, 기업문구중심, 장비분류연관","기업 #2379#2379 | btp_support_history.main_product | 해양 안전, 구난 장비",일상생활 실증평가실#11 | 환경조성/생산/사육시설장비 > 환경조성형시설장비 > 사용환경모사시설장비 @ 다대단지 || 고저온만능시험기#150 | 기계가공/시험장비 > 재료물성시험장비 > 진동내구시험장비 @ 지사단지 || 근기능 증진 분석 시스템#154 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 다대단지 || 420kW 모터 다이나모 시스템#169 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 동력계 @ 생곡단지 || 기계제어식 높이조절 경사로#246 | 기계가공/시험장비 > 재료물성시험장비 > 달리 분류되지 않는 재료물성시험장비
IR,revise,IR 열화상 카메라,IR 관련 장비 검증,IR 열화상 카메라 관련 장비 검증,기계가공/시험장비,자동화/이송 장비,0.69,0.690,"1개 기업이 'IR' 관련 내용 기재하며, 광학열화상카메라 포함 5개 자동화/이송 장비가 거점에 흩어져 있습니다.",1,1,5,3,btp_support_history.support_item,'IR' 용어는 광범위하므로 IR 열화상 카메라 등 특정 장비명 중심으로 제한하는 것이 잡음 방지에 효과적임.,IR 스토리 공유 기업과 열화상 카메라 등 장비 매칭 데이터 기반.,단독 IR 용어는 과도한 범위 포함 가능성이 있어 수정 권장.,"키워드구체화, 장비군연계, 기업연관",기업 #1786#1786 | btp_support_history.support_item | IR 스토리 및 피칭,산업용 드론 플랫폼 회전익 소형#37 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 산업용 드론 플랫폼 회전익 소형#210 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 열화상 측정 장비#275 | 광학/전자영상장비 > 카메라/영상처리장비 > 열화상카메라 @ 다대단지 || 모션캡쳐 시스템#318 | 광학/전자영상장비 > 카메라/영상처리장비 > 모션캡쳐카메라 @ 지사단지 || 광학성능평가시스템#468 | 광학/전자영상장비 > 달리 분류되지 않는 광학/전자영상장비 > x @ 영도단지
적용한,drop,,적용한 관련 장비 검증,,,,0.69,0.690,"'적용한' 키워드는 너무 일반적이며 단 1개 기업, 소스 매치만 존재해 노이즈 우려가 큽니다.",1,1,5,1,btp_support_history.support_item,키워드가 지나치게 광범위하고 구체적 기술이나 기능을 지칭하지 않아 불필요한 매칭이 발생할 위험이 있습니다.,1개 기업과 1개 소스에서 발견되었으나 키워드 범위가 넓고 특성화된 기능 또는 장비와 연관성이 약합니다.,기계적 용어 또는 문장 내 일반 단어로 오탐 가능성이 높아 검색 품질 저하 우려가 있습니다.,"일반단어, 과도한포괄성",기업 #1786#1786 | btp_support_history.support_item | 압전 에너지 하베스팅을 적용한 에코 할룩스 매직 기능성 인솔 시제품 제작,정적 자세 및 균형 측정기 2호#425 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지 || 정적 자세 및 균형 측정기 1호#426 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지 || 맞춤인솔분석기#428 | 기계가공/시험장비 > 성형/가공 장비 > 달리 분류되지 않는 성형/가공장비 @ 녹산단지 || 보행분석기 2호#431 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지 || 보행분석기 1호#432 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지
AR,revise,증강현실(AR),AR 관련 장비 검증,증강현실(AR) 관련 장비 검증,기계가공/시험장비,반도체장비,0.685,0.685,1개 기업의 증강현실(AR) 기술사업화 사례가 고유 반도체장비 4종과 연관되어 확인되었습니다.,1,1,4,1,btp_support_history.support_item,"'AR'은 약어로 광범위하지만, 증강현실(AR)로 구체화하여 기술 분야 명확화가 필요합니다.",1개 기업과 소스 내에 증강현실 관련 내용이 있으며 반도체 장비 예시 4종과 직접 연관 됩니다.,짧은 약어 단어는 다른 분야에서 중복 사용될 수 있으므로 구체적 명칭으로 재정의 필요.,"약어, 기술명확성, 특정기술",기업 #1049#1049 | btp_support_history.support_item | 전시장 및 주요 관광지 전망대용 증강현실(AR) 기반 망원경 기술사업화,퍼니스(RTP)#14 | 기계가공/시험장비 > 반도체장비 > 퍼니스 @ 장전단지 || 건식 식각기(Metal)#16 | 기계가공/시험장비 > 반도체장비 > 식각장비 @ 장전단지 || 스퍼터#161 | 기계가공/시험장비 > 반도체장비 > 스퍼터 @ 장전단지 || 건식식각기#204 | 기계가공/시험장비 > 반도체장비 > 식각장비 @ 장전단지
Balance,revise,동적균형,Balance 관련 장비 검증,동적균형 관련 장비 검증,화합물전처리/분석장비,분리정제장비,0.685,0.685,1개 기업의 동적 균형 데이터 및 운동 앱 개발 사례가 분리정제장비 4종 및 2개 거점과 연계되어 있습니다.,1,1,4,2,btp_support_history.support_item,'Balance'는 영어 단어로 광범위하므로 '동적균형'으로 구체화하여 의미를 명확히 하는 게 적합합니다.,"1개 기업 데이터와 2개 거점, 4개 장비가 동적균형 기능과 직접 연관되어 있습니다.",일반 영어 단어 사용 시 의도되지 않은 노이즈 발생 가능성이 존재합니다.,"영어단어, 기능명확화, 특성화",기업 #1786#1786 | btp_support_history.support_item | Dynamic Balance 데이터 및 할룩스 매직 인솔을 활용한 운동 APP 시제품 개발,고속원심분리기#66 | 화합물전처리/분석장비 > 분리정제장비 > 원심분리기 @ 일광단지 || 균형 측정 평가 장비#160 | 임상의료장비 > 전문의학용특수장비 > 재활치료용검사장비 @ 다대단지 || 가상현실기반 동적균형능력 평가 장비#249 | 광학/전자영상장비 > 카메라/영상처리장비 > 모션캡쳐카메라 @ 다대단지 || 지면반력 센서#252 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 다대단지
균형,keep,,균형 관련 장비 검증,균형 관련 장비 검증,물리적측정장비,힘/토오크/압력/진공측정장비,0.685,0.685,1개 기업 제품 및 4종 힘/토오크 측정장비가 2개 거점에서 균형 관련 핵심 기술로 사용되고 있습니다.,1,1,4,2,btp_support_history.main_product,'균형' 키워드는 관련 제품과 연계된 특수 측정 장비들과 연관성이 뚜렷해 유지가 적합합니다.,"1개 기업과 2개 거점, 4종 장비가 균형 측정과 직접 결부되어 구체적 증거가 충분합니다.",다만 'Balance'와 중복 가능성 있으므로 통일 규칙 수립 필요할 수 있습니다.,"한글키워드, 측정기기, 기능특화","기업 #1786#1786 | btp_support_history.main_product | 기능성 깔창, 균형 능력 측정 장비",근기능 증진 분석 시스템#154 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 다대단지 || 균형 측정 평가 장비#160 | 임상의료장비 > 전문의학용특수장비 > 재활치료용검사장비 @ 다대단지 || 정적 자세 및 균형 측정기 2호#425 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지 || 정적 자세 및 균형 측정기 1호#426 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지
소재,drop,,소재 관련 장비 검증,,,,0.685,0.685,'소재' 키워드는 1개 기업에서 사용되었으나 범위가 너무 광범위하여 관련 장비 분류와 혼재 우려가 큽니다.,1,1,4,3,btp_support_history.support_item,매우 일반적 단어로 장비와 기술 분류 간 중복과 노이즈가 과대 예상됩니다.,"1개 기업, 4개 장비, 3개 거점에서 발견되나 키워드 자체가 재료/성분 등 너무 포괄적입니다.","검색 시 제조, 재료, 부품 등 여러 분야가 함께 노출될 위험이 커 필터링 불필요합니다.","포괄단어, 노이즈위험, 범용어",기업 #616#616 | btp_support_history.support_item | 스테인리스강 이형형상 소재 제조를 위한 최적화 냉간가공 인발 금형 설계 및 시제품 제작,듀얼 시선 추적장비#73 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 엄궁단지 || 청정환기 소재 및 부품 복합 시험설비#134 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지 || 듀얼 시선 추적장비#330 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 엄궁단지 || 만능재료 시험기#417 | 기계가공/시험장비 > 재료물성시험장비 > 만능시험기 @ 다대단지
적층,keep,,적층 관련 장비 검증,적층 관련 장비 검증,환경조성/생산/사육시설장비,생산시설장비,0.685,0.685,1개 기업의 고출력 무인선박 적층 구조 연구가 2개 거점의 4종 생산 시설장비와 밀접히 맞물려 확인됩니다.,1,1,4,2,btp_support_history.support_item,'적층' 키워드는 구체적 생산시설 장비와 연계되어 기술적 의미가 뚜렷해 유지 적합합니다.,4개 장비 및 2개 거점에서 적층 관련 구체적 설비와 직접 연결된 자료가 존재합니다.,유사 단어 혼재 가능성은 낮아 매칭 정확도가 높습니다.,"세부기술, 제조공정, 장비연계",기업 #2379#2379 | btp_support_history.support_item | 식생 걸림 최소화 구조의 고출력 무인선박 개발을 위한 최적화 구조 및 적층 방안 전문가 자문,나노스펙#172 | 물리적측정장비 > 길이/위치/자세측정장비 > 위치/자세측정장비 @ 장전단지 || 폴리젯 3D프린터#380 | 환경조성/생산/사육시설장비 > 생산시설장비 > 달리 분류되지 않는 생산시설장비 @ 엄궁단지 || 디지털라이트 3D프린터#385 | 환경조성/생산/사육시설장비 > 생산시설장비 > 달리 분류되지 않는 생산시설장비 @ 엄궁단지 || FDM 소형 3D프린터#386 | 환경조성/생산/사육시설장비 > 생산시설장비 > 달리 분류되지 않는 생산시설장비 @ 엄궁단지
능력,drop,,능력 관련 장비 검증,,,,0.68,0.680,'능력' 키워드는 1개 기업에서 발견되었지만 너무 일반적이며 열유체장비와 의미 연결이 모호합니다.,1,1,3,2,btp_support_history.main_product,매우 광범위한 의미로 다양한 분야에서 사용되어 불필요 매칭이 다수 발생할 수 있습니다.,"1개 기업과 3개 장비, 2개 거점에서 발견되었으나 기능 또는 장비와 결부된 고유성이 낮습니다.",범용 단어 사용으로 검색 정확도 저하 및 과다 노출 위험이 큽니다.,"일반명사, 광범위, 노이즈","기업 #1786#1786 | btp_support_history.main_product | 기능성 깔창, 균형 능력 측정 장비","가습기, 제습기,히터, Heat Pump 평가설비#30 | 기계가공/시험장비 > 열유체장비 > 열교환기 @ 지사단지 || 환기용 공기청정기 성능평가 시스템#72 | 기계가공/시험장비 > 열유체장비 > 유체정화기 @ 지사단지 || 엑스 레이#176 | 광학/전자영상장비 > 카메라/영상처리장비 > X-선/자외선/적외선카메라 @ 장전단지"
만족하는,drop,,만족하는 관련 장비 검증,,,,0.68,0.680,'만족하는'은 1개 기업에서 사용됐지만 의미상 포괄적이고 구체적 장비 특성과 부합하지 않습니다.,1,1,3,1,btp_support_history.support_item,"기술 또는 장비 성능과 직접 연결된 용어가 아니며, 텍스트 내 단순 상태 표현입니다.",1개 기업과 3개 장비가 확인되었으나 키워드 범위가 매우 일반적입니다.,중복 및 오탐 발생 가능성이 높아 키워드로 활용은 부적절합니다.,"상태표현, 부적격, 일상어",기업 #1730#1730 | btp_support_history.support_item | 영하 52℃ ARC7 ICE등급 및 IMO Polar Code를 만족하는 Mushroom Ventilator 사업화 지원,진동감지 평가시스템#285 | 물리적측정장비 > 음향/소음/진동/충격/초음파측정장비 > 진동계 @ 수안단지 || 에릭슨 도장시펀 박리시험기#389 | 기계가공/시험장비 > 재료물성시험장비 > 달리 분류되지 않는 재료물성시험장비 || 점도계#395 | 물리적측정장비 > 유체특성측정장비 > 점도계
